Measurement Timestamp,Station Name,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label,Measurement ID
2016-06-22 17:00:00,Foster Weather Station,21.17,7.2,84,0.0,0.15,444.2,0,143,2.6,3.0,988.5,0,355.0,15.1,06/22/2016 5:00 PM,FosterWeatherStation201606221700
2016-06-22 17:00:00,63rd Street Weather Station,21.9,21.1,94,0.0,9.3,178.8,0,191,3.1,4.8,989.1,151,354.0,11.9,06/22/2016 5:00 PM,63rdStreetWeatherStation201606221700
2016-06-22 18:00:00,63rd Street Weather Station,21.7,20.8,92,0.0,0.0,178.8,0,146,0.7,1.1,988.0,141,355.0,11.9,06/22/2016 6:00 PM,63rdStreetWeatherStation201606221800
2016-06-22 18:00:00,Foster Weather Station,21.17,7.2,84,0.0,0.1,444.2,0,72,1.0,1.5,987.8,0,355.0,15.1,06/22/2016 6:00 PM,FosterWeatherStation201606221800
2016-06-22 19:00:00,Foster Weather Station,20.67,7.2,86,0.0,0.0,444.2,0,140,3.0,4.1,986.8,0,355.0,15.1,06/22/2016 7:00 PM,FosterWeatherStation201606221900
2016-06-22 19:00:00,63rd Street Weather Station,21.3,20.6,94,0.0,0.0,178.8,0,153,0.4,1.0,987.1,79,354.0,11.9,06/22/2016 7:00 PM,63rdStreetWeatherStation201606221900
2016-06-22 20:00:00,Foster Weather Station,20.67,7.2,85,0.0,0.0,444.2,0,139,3.8,4.6,985.1,0,355.0,15.1,06/22/2016 8:00 PM,FosterWeatherStation201606222000
2016-06-22 20:00:00,63rd Street Weather Station,21.4,20.7,94,0.0,0.0,178.8,0,151,1.7,3.0,985.0,2,354.0,12.0,06/22/2016 8:00 PM,63rdStreetWeatherStation201606222000
2016-06-22 21:00:00,Foster Weather Station,19.67,7.2,91,0.0,25.0,444.2,0,61,3.3,3.9,987.1,0,355.0,15.1,06/22/2016 9:00 PM,FosterWeatherStation201606222100
2016-06-22 22:00:00,Foster Weather Station,19.56,7.2,92,0.0,0.56,444.2,0,69,2.5,2.8,987.1,0,355.0,15.1,06/22/2016 10:00 PM,FosterWeatherStation201606222200
2016-06-22 22:00:00,63rd Street Weather Station,19.8,19.8,100,0.0,4.0,190.5,2,105,1.5,4.1,987.0,1,354.0,11.9,06/22/2016 10:00 PM,63rdStreetWeatherStation201606222200
2016-06-22 23:00:00,63rd Street Weather Station,20.2,20.2,100,0.0,0.0,190.5,0,99,1.9,3.9,986.4,1,354.0,11.8,06/22/2016 11:00 PM,63rdStreetWeatherStation201606222300
2016-06-22 23:00:00,Foster Weather Station,19.67,7.2,92,0.0,0.0,444.2,0,10,0.4,0.7,986.5,0,355.0,15.1,06/22/2016 11:00 PM,FosterWeatherStation201606222300
2016-06-23 00:00:00,Foster Weather Station,19.56,6.8,92,0.0,0.0,444.2,0,86,0.9,1.3,986.8,0,355.0,15.1,06/23/2016 12:00 AM,FosterWeatherStation201606232400
2016-06-23 00:00:00,63rd Street Weather Station,20.2,20.2,100,0.0,0.0,190.5,0,104,1.2,2.3,986.6,1,354.0,11.9,06/23/2016 12:00 AM,63rdStreetWeatherStation201606232400
2016-06-23 01:00:00,63rd Street Weather Station,20.2,20.2,100,0.0,0.0,190.5,0,160,0.4,1.1,986.3,1,354.0,11.9,06/23/2016 1:00 AM,63rdStreetWeatherStation201606230100
2016-06-23 01:00:00,Foster Weather Station,19.89,7.2,92,0.0,0.0,444.2,0,104,1.0,1.2,986.5,0,355.0,15.1,06/23/2016 1:00 AM,FosterWeatherStation201606230100
2016-06-23 02:00:00,Foster Weather Station,19.78,7.2,92,0.0,0.0,444.2,0,354,1.7,2.0,985.8,0,355.0,15.1,06/23/2016 2:00 AM,FosterWeatherStation201606230200
2016-06-23 02:00:00,63rd Street Weather Station,20.4,20.3,99,0.0,0.0,190.5,0,67,1.3,1.7,985.8,1,354.0,11.9,06/23/2016 2:00 AM,63rdStreetWeatherStation201606230200
2016-06-23 03:00:00,Foster Weather Station,19.39,7.2,92,0.0,0.0,444.2,0,1,1.0,1.3,986.1,0,355.0,15.1,06/23/2016 3:00 AM,FosterWeatherStation201606230300
2016-06-23 03:00:00,63rd Street Weather Station,20.4,20.4,100,0.0,0.0,190.5,0,21,2.2,3.9,986.3,1,354.0,11.9,06/23/2016 3:00 AM,63rdStreetWeatherStation201606230300
2016-06-23 04:00:00,Foster Weather Station,19.0,7.2,92,0.0,0.0,444.2,0,350,1.8,2.0,986.8,0,355.0,15.1,06/23/2016 4:00 AM,FosterWeatherStation201606230400
2016-06-23 04:00:00,63rd Street Weather Station,20.3,20.3,100,0.0,0.0,190.5,0,1,2.3,3.4,986.3,1,354.0,11.9,06/23/2016 4:00 AM,63rdStreetWeatherStation201606230400
2016-06-23 05:00:00,63rd Street Weather Station,19.7,19.7,100,0.0,0.0,190.5,0,12,3.5,5.9,986.5,1,354.0,11.9,06/23/2016 5:00 AM,63rdStreetWeatherStation201606230500
2016-06-23 05:00:00,Foster Weather Station,18.56,7.2,92,0.0,0.0,444.2,0,14,0.9,1.3,986.5,0,355.0,15.1,06/23/2016 5:00 AM,FosterWeatherStation201606230500
2016-06-23 06:00:00,Foster Weather Station,18.5,7.2,92,0.0,0.03,444.2,0,17,1.8,2.1,986.8,0,355.0,15.1,06/23/2016 6:00 AM,FosterWeatherStation201606230600
2016-06-23 06:00:00,63rd Street Weather Station,19.7,19.6,100,0.0,0.0,190.5,0,8,1.8,2.8,986.8,22,354.0,11.9,06/23/2016 6:00 AM,63rdStreetWeatherStation201606230600
2016-06-23 07:00:00,Foster Weather Station,18.56,7.2,92,0.0,0.0,444.2,0,17,2.1,2.5,987.5,0,355.0,15.1,06/23/2016 7:00 AM,FosterWeatherStation201606230700
2016-06-23 07:00:00,63rd Street Weather Station,19.5,19.5,100,0.0,0.0,190.5,0,6,2.3,3.5,987.8,53,354.0,11.9,06/23/2016 7:00 AM,63rdStreetWeatherStation201606230700
2016-06-23 08:00:00,Foster Weather Station,18.56,7.2,92,0.0,0.0,444.2,0,11,1.1,1.6,988.1,0,355.0,15.1,06/23/2016 8:00 AM,FosterWeatherStation201606230800
2016-06-23 08:00:00,63rd Street Weather Station,19.6,19.6,100,0.0,0.0,190.5,0,13,3.1,5.4,988.1,98,354.0,11.9,06/23/2016 8:00 AM,63rdStreetWeatherStation201606230800
2016-06-23 09:00:00,Foster Weather Station,18.78,7.2,92,0.0,0.0,444.2,0,17,1.1,1.3,989.2,0,355.0,15.1,06/23/2016 9:00 AM,FosterWeatherStation201606230900
2016-06-23 09:00:00,63rd Street Weather Station,19.7,19.7,100,0.0,0.0,190.5,0,18,3.2,5.7,989.0,165,354.0,11.9,06/23/2016 9:00 AM,63rdStreetWeatherStation201606230900
2016-06-23 10:00:00,Foster Weather Station,18.28,7.2,91,0.0,0.0,444.2,0,0,1.6,1.8,989.5,0,355.0,15.1,06/23/2016 10:00 AM,FosterWeatherStation201606231000
2016-06-23 10:00:00,63rd Street Weather Station,20.1,20.1,100,0.0,0.0,190.5,0,18,2.9,4.4,989.6,247,354.0,11.9,06/23/2016 10:00 AM,63rdStreetWeatherStation201606231000
2016-06-23 11:00:00,Foster Weather Station,19.17,7.2,84,0.0,0.0,444.2,0,339,3.0,3.3,989.8,0,355.0,15.1,06/23/2016 11:00 AM,FosterWeatherStation201606231100
2016-06-23 12:00:00,Foster Weather Station,19.06,7.2,83,0.0,0.0,444.2,0,334,2.1,2.5,990.2,0,355.0,15.1,06/23/2016 12:00 PM,FosterWeatherStation201606231200
2016-06-23 13:00:00,Foster Weather Station,19.17,7.2,80,0.0,0.0,444.2,0,358,2.1,2.4,990.2,0,355.0,15.1,06/23/2016 1:00 PM,FosterWeatherStation201606231300
2016-06-23 14:00:00,Foster Weather Station,19.56,7.2,78,0.0,0.0,444.2,0,333,0.5,0.9,990.5,0,355.0,15.1,06/23/2016 2:00 PM,FosterWeatherStation201606231400
2016-06-23 15:00:00,Foster Weather Station,18.78,7.2,81,0.0,0.0,444.2,0,0,4.5,5.6,991.2,0,355.0,15.1,06/23/2016 3:00 PM,FosterWeatherStation201606231500
2016-06-23 16:00:00,Foster Weather Station,18.06,7.2,79,0.0,0.0,444.2,0,5,4.8,6.1,991.2,0,355.0,15.1,06/23/2016 4:00 PM,FosterWeatherStation201606231600
2016-06-23 17:00:00,Foster Weather Station,18.39,7.2,79,0.0,0.0,444.2,0,344,3.1,4.4,991.2,0,355.0,15.1,06/23/2016 5:00 PM,FosterWeatherStation201606231700
2016-06-23 18:00:00,Foster Weather Station,18.67,7.2,80,0.0,0.0,444.2,0,345,2.6,2.9,991.2,0,355.0,15.1,06/23/2016 6:00 PM,FosterWeatherStation201606231800
2016-06-23 19:00:00,63rd Street Weather Station,19.3,18.2,90,0.0,0.0,190.5,0,18,5.4,8.6,991.5,58,354.0,11.9,06/23/2016 7:00 PM,63rdStreetWeatherStation201606231900
2016-06-23 19:00:00,Foster Weather Station,18.67,7.2,79,0.0,0.0,444.2,0,358,4.8,5.9,991.5,0,355.0,15.1,06/23/2016 7:00 PM,FosterWeatherStation201606231900
2016-06-23 20:00:00,Foster Weather Station,18.67,7.2,77,0.0,0.0,444.2,0,3,3.4,3.8,991.9,0,355.0,15.1,06/23/2016 8:00 PM,FosterWeatherStation201606232000
2016-06-23 21:00:00,Foster Weather Station,18.39,6.8,79,0.0,0.0,444.2,0,358,5.0,6.9,992.2,0,355.0,15.1,06/23/2016 9:00 PM,FosterWeatherStation201606232100
2016-06-23 22:00:00,Foster Weather Station,18.39,6.8,75,0.0,0.0,444.2,0,3,4.0,4.3,992.6,0,355.0,15.1,06/23/2016 10:00 PM,FosterWeatherStation201606232200
2016-06-23 23:00:00,63rd Street Weather Station,19.5,17.6,83,0.0,0.0,190.5,0,9,5.8,8.7,992.6,1,354.0,11.9,06/23/2016 11:00 PM,63rdStreetWeatherStation201606232300
2016-06-23 23:00:00,Foster Weather Station,18.78,6.8,69,0.0,0.0,444.2,0,347,3.3,4.0,992.9,0,355.0,15.1,06/23/2016 11:00 PM,FosterWeatherStation201606232300
2016-06-24 00:00:00,Foster Weather Station,19.0,6.8,71,0.0,0.0,444.2,0,347,2.9,3.1,992.9,0,355.0,15.1,06/24/2016 12:00 AM,FosterWeatherStation201606242400
2016-06-24 00:00:00,63rd Street Weather Station,19.7,17.5,82,0.0,0.0,190.5,0,5,4.6,9.2,992.5,1,354.0,11.9,06/24/2016 12:00 AM,63rdStreetWeatherStation201606242400
2016-06-24 01:00:00,63rd Street Weather Station,19.7,18.0,85,0.0,0.0,190.5,0,11,4.4,7.7,993.3,1,354.0,12.0,06/24/2016 1:00 AM,63rdStreetWeatherStation201606240100
2016-06-24 01:00:00,Foster Weather Station,18.89,6.8,73,0.0,0.0,444.2,0,353,4.8,5.8,993.6,0,355.0,15.1,06/24/2016 1:00 AM,FosterWeatherStation201606240100
2016-06-24 02:00:00,Foster Weather Station,19.06,6.8,75,0.0,0.0,444.2,0,11,2.0,2.6,993.6,0,355.0,15.1,06/24/2016 2:00 AM,FosterWeatherStation201606240200
2016-06-24 02:00:00,63rd Street Weather Station,20.1,18.6,87,0.0,0.0,190.5,0,11,4.0,5.7,993.2,1,354.0,11.8,06/24/2016 2:00 AM,63rdStreetWeatherStation201606240200
2016-06-24 03:00:00,Foster Weather Station,19.28,6.8,80,0.0,0.08,444.2,0,326,1.1,1.3,993.6,0,355.0,15.1,06/24/2016 3:00 AM,FosterWeatherStation201606240300
2016-06-24 03:00:00,63rd Street Weather Station,20.5,19.4,90,0.0,0.0,190.5,0,17,4.6,6.4,993.2,1,354.0,12.0,06/24/2016 3:00 AM,63rdStreetWeatherStation201606240300
2016-06-24 04:00:00,63rd Street Weather Station,20.4,19.8,94,0.0,0.0,190.5,0,52,1.0,2.6,993.2,1,354.0,11.9,06/24/2016 4:00 AM,63rdStreetWeatherStation201606240400
2016-06-24 04:00:00,Foster Weather Station,19.39,6.8,81,0.0,0.0,444.2,0,3,2.1,2.5,993.2,0,355.0,15.1,06/24/2016 4:00 AM,FosterWeatherStation201606240400
2016-06-24 05:00:00,63rd Street Weather Station,20.4,20.0,96,0.0,0.0,190.5,0,40,1.4,2.8,993.6,2,354.0,11.9,06/24/2016 5:00 AM,63rdStreetWeatherStation201606240500
2016-06-24 05:00:00,Foster Weather Station,18.56,6.8,85,0.0,0.0,444.2,0,355,2.3,2.6,993.6,0,355.0,15.1,06/24/2016 5:00 AM,FosterWeatherStation201606240500
2016-06-24 06:00:00,63rd Street Weather Station,20.3,19.6,94,0.0,0.0,190.5,0,14,4.5,6.0,994.5,41,355.0,11.9,06/24/2016 6:00 AM,63rdStreetWeatherStation201606240600
2016-06-24 06:00:00,Foster Weather Station,18.89,6.8,82,0.0,0.0,444.2,0,344,1.2,1.6,994.2,0,355.0,15.1,06/24/2016 6:00 AM,FosterWeatherStation201606240600
2016-06-24 07:00:00,63rd Street Weather Station,20.6,19.9,94,0.0,0.0,190.5,0,64,1.4,3.5,995.5,171,355.0,11.9,06/24/2016 7:00 AM,63rdStreetWeatherStation201606240700
2016-06-24 07:00:00,Foster Weather Station,19.78,6.8,79,0.0,0.0,444.2,0,30,1.5,1.7,995.3,0,355.0,15.1,06/24/2016 7:00 AM,FosterWeatherStation201606240700
2016-06-24 08:00:00,Foster Weather Station,20.28,6.8,79,0.0,0.0,444.2,0,52,1.2,1.3,995.6,0,355.0,15.1,06/24/2016 8:00 AM,FosterWeatherStation201606240800
2016-06-24 09:00:00,Foster Weather Station,21.67,6.8,73,0.0,0.0,444.2,0,80,0.7,0.8,996.6,0,355.0,15.1,06/24/2016 9:00 AM,FosterWeatherStation201606240900
2016-06-24 10:00:00,Foster Weather Station,20.89,6.8,75,0.0,0.03,444.2,0,61,1.5,1.8,996.3,0,355.0,15.1,06/24/2016 10:00 AM,FosterWeatherStation201606241000
2016-06-24 11:00:00,Foster Weather Station,21.0,6.8,78,0.0,0.0,444.2,0,57,1.6,1.9,996.6,0,355.0,15.1,06/24/2016 11:00 AM,FosterWeatherStation201606241100
2016-06-24 12:00:00,Foster Weather Station,21.5,6.8,74,0.0,0.0,444.2,0,54,1.9,2.1,997.3,0,355.0,15.1,06/24/2016 12:00 PM,FosterWeatherStation201606241200
2016-06-24 13:00:00,Foster Weather Station,20.78,6.8,79,0.0,0.0,444.2,0,6,2.2,2.5,997.3,0,355.0,15.1,06/24/2016 1:00 PM,FosterWeatherStation201606241300
2016-06-24 14:00:00,Foster Weather Station,20.89,6.8,79,0.0,0.0,444.2,0,32,1.8,2.1,997.0,0,355.0,15.1,06/24/2016 2:00 PM,FosterWeatherStation201606241400
2016-06-24 16:00:00,Foster Weather Station,21.0,6.8,74,0.0,0.03,444.2,0,348,2.8,3.3,996.6,0,355.0,15.1,06/24/2016 4:00 PM,FosterWeatherStation201606241600
2016-06-24 17:00:00,Foster Weather Station,21.67,6.8,74,0.0,0.0,444.2,0,57,1.3,1.6,995.9,0,355.0,15.1,06/24/2016 5:00 PM,FosterWeatherStation201606241700
2016-06-24 18:00:00,Foster Weather Station,21.5,6.8,76,0.0,0.0,444.2,0,42,1.7,2.0,995.6,0,355.0,15.1,06/24/2016 6:00 PM,FosterWeatherStation201606241800
2016-06-24 19:00:00,63rd Street Weather Station,22.1,20.3,85,0.0,0.0,190.5,0,34,2.3,3.7,995.6,166,354.0,11.9,06/24/2016 7:00 PM,63rdStreetWeatherStation201606241900
2016-06-24 19:00:00,Foster Weather Station,21.39,6.8,77,0.0,0.0,444.2,0,48,1.4,1.7,995.6,0,355.0,15.1,06/24/2016 7:00 PM,FosterWeatherStation201606241900
2016-06-24 20:00:00,63rd Street Weather Station,21.7,20.0,86,0.0,0.0,190.5,0,64,1.2,2.3,995.7,17,354.0,11.9,06/24/2016 8:00 PM,63rdStreetWeatherStation201606242000
2016-06-24 20:00:00,Foster Weather Station,21.0,6.8,75,0.0,0.0,444.2,0,51,1.4,1.6,995.6,0,355.0,15.1,06/24/2016 8:00 PM,FosterWeatherStation201606242000
2016-06-24 21:00:00,63rd Street Weather Station,21.5,20.0,87,0.0,0.0,190.5,0,101,1.0,1.5,995.7,0,355.0,12.0,06/24/2016 9:00 PM,63rdStreetWeatherStation201606242100
2016-06-24 21:00:00,Foster Weather Station,20.56,6.8,74,0.0,0.0,444.2,0,84,0.9,1.1,995.6,0,355.0,15.1,06/24/2016 9:00 PM,FosterWeatherStation201606242100
2016-06-24 22:00:00,63rd Street Weather Station,21.4,19.8,86,0.0,0.0,190.5,0,99,0.3,1.0,996.2,1,353.0,11.9,06/24/2016 10:00 PM,63rdStreetWeatherStation201606242200
2016-06-24 22:00:00,Foster Weather Station,20.39,6.8,79,0.0,0.0,444.2,0,159,1.2,1.4,995.9,0,355.0,15.1,06/24/2016 10:00 PM,FosterWeatherStation201606242200
2016-06-24 23:00:00,Foster Weather Station,20.56,6.8,78,0.0,0.0,444.2,0,91,1.6,1.8,996.3,0,355.0,15.1,06/24/2016 11:00 PM,FosterWeatherStation201606242300
2016-06-24 23:00:00,63rd Street Weather Station,21.3,19.8,87,0.0,0.0,190.5,0,73,1.0,1.5,996.3,1,354.0,11.9,06/24/2016 11:00 PM,63rdStreetWeatherStation201606242300
2016-06-25 00:00:00,63rd Street Weather Station,21.2,20.0,90,0.0,0.0,190.5,0,75,1.2,1.5,996.5,1,354.0,11.9,06/25/2016 12:00 AM,63rdStreetWeatherStation201606252400
2016-06-25 00:00:00,Foster Weather Station,20.5,6.5,79,0.0,0.0,444.2,0,130,1.3,1.6,996.3,0,355.0,15.1,06/25/2016 12:00 AM,FosterWeatherStation201606252400
2016-06-25 01:00:00,Foster Weather Station,20.39,6.8,80,0.0,0.0,444.2,0,144,1.0,1.2,996.3,0,355.0,15.1,06/25/2016 1:00 AM,FosterWeatherStation201606250100
2016-06-25 01:00:00,63rd Street Weather Station,21.1,20.0,90,0.0,0.0,190.5,0,101,0.5,0.8,996.3,1,354.0,11.9,06/25/2016 1:00 AM,63rdStreetWeatherStation201606250100
2016-06-25 02:00:00,Foster Weather Station,20.56,6.8,79,0.0,0.0,444.2,0,115,0.8,1.3,995.9,0,355.0,15.1,06/25/2016 2:00 AM,FosterWeatherStation201606250200
2016-06-25 02:00:00,63rd Street Weather Station,21.8,19.3,80,0.0,0.0,190.5,0,169,1.2,2.0,996.0,1,354.0,11.8,06/25/2016 2:00 AM,63rdStreetWeatherStation201606250200
2016-06-25 03:00:00,Foster Weather Station,20.5,6.8,81,0.0,0.0,444.2,0,173,1.1,1.3,995.9,0,355.0,15.1,06/25/2016 3:00 AM,FosterWeatherStation201606250300
2016-06-25 03:00:00,63rd Street Weather Station,22.0,18.7,74,0.0,0.0,190.5,0,199,1.6,2.6,996.1,0,355.0,11.9,06/25/2016 3:00 AM,63rdStreetWeatherStation201606250300
2016-06-25 04:00:00,63rd Street Weather Station,21.6,18.6,75,0.0,0.0,190.5,0,191,1.6,2.7,996.1,1,355.0,11.9,06/25/2016 4:00 AM,63rdStreetWeatherStation201606250400
2016-06-25 04:00:00,Foster Weather Station,21.17,6.8,75,0.0,0.0,444.2,0,168,1.5,1.7,995.9,0,355.0,15.1,06/25/2016 4:00 AM,FosterWeatherStation201606250400
2016-06-25 05:00:00,Foster Weather Station,22.28,6.8,63,0.0,0.0,444.2,0,206,1.4,1.6,995.9,0,355.0,15.1,06/25/2016 5:00 AM,FosterWeatherStation201606250500
2016-06-25 05:00:00,63rd Street Weather Station,21.8,18.6,75,0.0,0.0,190.5,0,193,2.1,4.3,996.3,1,354.0,12.0,06/25/2016 5:00 AM,63rdStreetWeatherStation201606250500
2016-06-25 06:00:00,63rd Street Weather Station,22.4,18.3,68,0.0,0.0,190.5,0,190,3.4,4.9,996.7,38,355.0,12.0,06/25/2016 6:00 AM,63rdStreetWeatherStation201606250600
2016-06-25 06:00:00,Foster Weather Station,22.39,6.8,65,0.0,0.0,444.2,0,183,4.2,4.9,996.3,0,355.0,15.1,06/25/2016 6:00 AM,FosterWeatherStation201606250600
2016-06-25 07:00:00,63rd Street Weather Station,23.0,18.7,67,0.0,0.0,190.5,2,191,2.8,5.6,996.9,174,355.0,11.9,06/25/2016 7:00 AM,63rdStreetWeatherStation201606250700
2016-06-25 07:00:00,Foster Weather Station,23.0,6.8,61,0.0,0.0,444.2,0,126,1.9,2.1,996.6,0,355.0,15.1,06/25/2016 7:00 AM,FosterWeatherStation201606250700
2016-06-25 08:00:00,Foster Weather Station,22.89,6.8,64,0.0,0.0,444.2,0,124,2.5,3.1,997.0,0,355.0,15.1,06/25/2016 8:00 AM,FosterWeatherStation201606250800
2016-06-25 09:00:00,Foster Weather Station,22.89,6.8,67,0.0,0.0,444.2,0,138,3.6,3.8,997.3,0,355.0,15.1,06/25/2016 9:00 AM,FosterWeatherStation201606250900
2016-06-25 10:00:00,Foster Weather Station,24.0,6.8,61,0.0,0.0,444.2,0,144,4.3,4.7,996.6,0,355.0,15.1,06/25/2016 10:00 AM,FosterWeatherStation201606251000
2016-06-25 11:00:00,Foster Weather Station,23.17,6.8,66,0.0,0.0,444.2,0,136,3.5,4.2,996.6,0,355.0,15.1,06/25/2016 11:00 AM,FosterWeatherStation201606251100
2016-06-25 12:00:00,Foster Weather Station,23.78,6.5,66,0.0,0.0,444.2,0,130,5.7,6.6,995.9,0,355.0,15.1,06/25/2016 12:00 PM,FosterWeatherStation201606251200
2016-06-25 13:00:00,Foster Weather Station,23.67,6.5,71,0.0,0.0,444.2,0,137,2.8,3.8,995.3,0,355.0,15.1,06/25/2016 1:00 PM,FosterWeatherStation201606251300
2016-06-25 14:00:00,Foster Weather Station,24.28,6.5,69,0.0,0.0,444.2,0,135,4.4,4.9,994.9,0,355.0,15.1,06/25/2016 2:00 PM,FosterWeatherStation201606251400
2016-06-25 16:00:00,Foster Weather Station,24.89,6.5,69,0.0,0.0,444.2,0,129,3.8,5.1,994.6,0,355.0,15.1,06/25/2016 4:00 PM,FosterWeatherStation201606251600
2016-06-25 17:00:00,Foster Weather Station,25.5,6.5,69,0.0,0.0,444.2,0,139,3.0,3.6,993.9,0,355.0,15.1,06/25/2016 5:00 PM,FosterWeatherStation201606251700
2016-06-25 18:00:00,63rd Street Weather Station,31.1,23.9,55,0.0,0.0,190.5,0,188,4.2,5.8,993.8,216,354.0,12.0,06/25/2016 6:00 PM,63rdStreetWeatherStation201606251800
2016-06-25 18:00:00,Foster Weather Station,25.89,6.5,68,0.0,0.0,444.2,0,140,3.5,3.7,993.6,0,355.0,15.1,06/25/2016 6:00 PM,FosterWeatherStation201606251800
2016-06-25 19:00:00,Foster Weather Station,27.67,6.5,61,0.0,0.0,444.2,0,130,2.2,2.5,992.9,0,355.0,15.1,06/25/2016 7:00 PM,FosterWeatherStation201606251900
2016-06-25 19:00:00,63rd Street Weather Station,30.9,24.2,57,0.0,0.0,190.5,0,187,4.6,6.9,993.3,166,354.0,12.0,06/25/2016 7:00 PM,63rdStreetWeatherStation201606251900
2016-06-25 20:00:00,63rd Street Weather Station,30.2,23.9,60,0.0,0.0,190.5,0,190,5.6,9.2,993.1,18,354.0,12.0,06/25/2016 8:00 PM,63rdStreetWeatherStation201606252000
2016-06-25 20:00:00,Foster Weather Station,30.17,6.5,54,0.0,0.0,444.2,0,163,2.0,2.2,992.6,0,355.0,15.1,06/25/2016 8:00 PM,FosterWeatherStation201606252000
2016-06-25 21:00:00,63rd Street Weather Station,29.5,23.7,62,0.0,0.0,190.5,0,198,4.1,7.3,993.5,0,355.0,11.9,06/25/2016 9:00 PM,63rdStreetWeatherStation201606252100
2016-06-25 21:00:00,Foster Weather Station,29.5,6.5,56,0.0,0.0,444.2,0,192,3.3,4.4,992.9,0,355.0,15.1,06/25/2016 9:00 PM,FosterWeatherStation201606252100
2016-06-25 22:00:00,Foster Weather Station,29.0,6.5,57,0.0,0.0,444.2,0,158,4.6,5.0,993.6,0,355.0,15.1,06/25/2016 10:00 PM,FosterWeatherStation201606252200
2016-06-25 22:00:00,63rd Street Weather Station,28.7,23.4,65,0.0,0.0,190.5,0,190,2.4,4.1,994.1,0,355.0,11.9,06/25/2016 10:00 PM,63rdStreetWeatherStation201606252200
2016-06-25 23:00:00,63rd Street Weather Station,28.2,23.4,67,0.0,0.0,190.5,0,207,2.8,5.7,994.1,0,355.0,11.9,06/25/2016 11:00 PM,63rdStreetWeatherStation201606252300
2016-06-25 23:00:00,Foster Weather Station,28.56,6.5,57,0.0,0.0,444.2,0,191,3.7,4.3,993.6,0,355.0,15.1,06/25/2016 11:00 PM,FosterWeatherStation201606252300
2016-06-26 00:00:00,Foster Weather Station,28.28,6.5,58,0.0,0.0,444.2,0,189,5.4,5.7,993.2,0,355.0,15.1,06/26/2016 12:00 AM,FosterWeatherStation201606262400
2016-06-26 00:00:00,63rd Street Weather Station,27.8,23.3,69,0.0,0.0,190.5,0,195,3.5,5.9,993.7,0,354.0,11.9,06/26/2016 12:00 AM,63rdStreetWeatherStation201606262400
2016-06-26 03:00:00,63rd Street Weather Station,26.0,23.0,78,0.0,0.0,190.5,0,210,2.6,4.6,992.4,0,354.0,12.0,06/26/2016 3:00 AM,63rdStreetWeatherStation201606260300
2016-06-26 03:00:00,Foster Weather Station,26.56,6.5,67,0.0,0.0,444.2,0,201,3.2,4.6,991.9,0,355.0,15.1,06/26/2016 3:00 AM,FosterWeatherStation201606260300
2016-06-26 04:00:00,Foster Weather Station,25.67,6.5,71,0.0,0.0,444.2,0,171,3.0,3.4,991.5,0,355.0,15.1,06/26/2016 4:00 AM,FosterWeatherStation201606260400
2016-06-26 04:00:00,63rd Street Weather Station,26.0,23.0,78,0.0,0.0,190.5,0,219,3.0,8.5,992.3,0,355.0,11.9,06/26/2016 4:00 AM,63rdStreetWeatherStation201606260400
2016-06-26 05:00:00,Foster Weather Station,25.39,6.5,71,0.0,0.0,444.2,0,189,3.2,3.4,991.9,0,355.0,15.1,06/26/2016 5:00 AM,FosterWeatherStation201606260500
2016-06-26 05:00:00,63rd Street Weather Station,25.6,22.5,77,0.0,0.0,190.5,0,225,3.5,7.4,992.2,0,355.0,11.9,06/26/2016 5:00 AM,63rdStreetWeatherStation201606260500
2016-06-26 06:00:00,63rd Street Weather Station,25.5,22.4,77,0.0,0.0,190.5,0,249,4.3,6.5,993.6,44,356.0,11.9,06/26/2016 6:00 AM,63rdStreetWeatherStation201606260600
2016-06-26 06:00:00,Foster Weather Station,25.17,6.5,71,0.0,0.0,444.2,0,211,1.0,1.6,993.2,0,355.0,15.1,06/26/2016 6:00 AM,FosterWeatherStation201606260600
2016-06-26 07:00:00,Foster Weather Station,25.17,6.5,73,0.0,0.05,444.2,0,238,2.5,3.3,992.9,0,355.0,15.1,06/26/2016 7:00 AM,FosterWeatherStation201606260700
2016-06-26 07:00:00,63rd Street Weather Station,25.6,22.5,77,0.0,0.0,190.5,0,241,3.8,6.5,993.2,147,355.0,11.9,06/26/2016 7:00 AM,63rdStreetWeatherStation201606260700
2016-06-26 08:00:00,63rd Street Weather Station,23.0,22.9,99,2.4,25.0,218.7,2,258,2.6,5.2,994.3,18,354.0,12.0,06/26/2016 8:00 AM,63rdStreetWeatherStation201606260800
2016-06-26 08:00:00,Foster Weather Station,23.67,6.5,84,0.0,3.68,444.2,0,232,2.7,3.2,994.2,0,355.0,15.1,06/26/2016 8:00 AM,FosterWeatherStation201606260800
2016-06-26 09:00:00,Foster Weather Station,23.17,6.5,79,0.0,0.0,444.2,0,4,2.1,3.0,994.2,0,355.0,15.1,06/26/2016 9:00 AM,FosterWeatherStation201606260900
